what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1386621313378
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621315469
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1386621334049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621335172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621336685
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621337028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621352161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621359587
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621360835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621364111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621366373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621368604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621369852
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621371193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621371817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621372317
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621375093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621375421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621378713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621404204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621405701
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621426497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621427417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621427745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621432300
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621444078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621448275
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621448556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621451177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621452378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621452783
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621453907
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621461473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621463111
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621479772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621481644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621483953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621490755
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621491472
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621504015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621519319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621519709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621526667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621529101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621531207
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621543110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621555684
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621558133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621580036
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621663077
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621692343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621693560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621694558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621695744
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621699925
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621701657
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621703435
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1386621709597
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621710845
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621714324
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621716805
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621717257
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621717912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1386621721064
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621721797
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621722748
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621724574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621726664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621727038
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621755416
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621760330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621761344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621762654
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621764105
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621765369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621774760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621778738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621779893
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621783075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621784136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621791125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621792513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621794697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621796133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621797396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621798083
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621799487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621802030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621805228
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621806413
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1386621807349
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621810969
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621812544
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621813449
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621814089
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621816694
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621820188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1386621865804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1386621867005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1386621874244
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621915023
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621917519
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621917519
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621918721
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1386621919157
