what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1387231905891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231906164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231909666
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231914296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231916225
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1387231936806
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1387231938259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231938525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231940673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1387231949321
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1387231950520
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231950784
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231955483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231955491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231955827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231958325
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1387231959012
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1387231965541
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1387231968299
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1387231974620
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1387231989765
